                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  1.161,                 1.0966,                 1.2538,                0.88798,                0.83218,                0.90264,                0.56545,                 1.2769,                 1.2079,                 1.2308,               0.067307,             0.00041383,             0.00041383
                      2,                  1.092,                0.99367,                 1.2051,                0.94419,                0.90142,                0.95297,                0.61316,                 1.2547,                0.96968,                 1.2012,               0.034391,             0.00083042,             0.00083042
                      3,                 1.0557,                0.95004,                 1.1819,                0.93557,                0.91567,                0.95807,                  0.637,                 1.1738,                0.93874,                  1.155,              0.0014737,              0.0012469,              0.0012469
                      4,                 1.0483,                0.93981,                 1.1768,                0.94257,                0.90967,                0.96013,                 0.6468,                 1.1478,                0.92802,                   1.15,              0.0012496,              0.0012496,              0.0012496
                      5,                 1.0414,                0.93161,                 1.1717,                 0.9476,                0.90326,                0.95776,                  0.634,                 1.1923,                0.94523,                 1.1642,              0.0012496,              0.0012496,              0.0012496
                      6,                 1.0351,                0.92773,                 1.1635,                 0.9391,                0.91496,                0.95824,                 0.6375,                 1.1766,                0.94288,                  1.162,              0.0012495,              0.0012495,              0.0012495
                      7,                 1.0256,                0.91363,                 1.1637,                0.93662,                0.91423,                0.95591,                0.63597,                 1.1905,                0.94108,                 1.1728,              0.0012494,              0.0012494,              0.0012494
                      8,                 1.0211,                0.90683,                 1.1585,                0.93704,                0.91996,                0.95871,                0.63372,                 1.1884,                0.93587,                 1.1626,              0.0012493,              0.0012493,              0.0012493
                      9,                 1.0183,                0.90899,                 1.1575,                0.93884,                0.91327,                0.95558,                0.62673,                 1.2095,                0.94242,                 1.1746,              0.0012491,              0.0012491,              0.0012491
                     10,                 1.0171,                0.90535,                 1.1543,                 0.9427,                 0.9058,                0.95602,                 0.6365,                   1.17,                0.94849,                  1.153,               0.001249,               0.001249,               0.001249
                     11,                 1.0136,                0.90545,                 1.1551,                0.93343,                 0.9192,                0.95706,                0.64506,                 1.1426,                 0.9295,                 1.1402,              0.0012489,              0.0012489,              0.0012489
                     12,                 1.0147,                0.89781,                 1.1533,                0.94318,                0.91136,                0.95695,                0.65567,                 1.1112,                0.91295,                 1.1266,              0.0012488,              0.0012488,              0.0012488
                     13,                 1.0078,                 0.8934,                 1.1475,                0.93131,                0.91498,                0.95659,                 0.6333,                 1.1704,                0.93455,                  1.157,              0.0012486,              0.0012486,              0.0012486
