                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.6361,                 2.7618,                  1.546,                0.57088,                 0.2343,                0.28036,                0.12378,                 2.0865,                 2.9188,                 1.9287,               0.067475,             0.00041171,             0.00041171
                      2,                 1.5456,                 1.5602,                 1.5054,                0.68351,                0.63149,                0.67118,                0.35362,                 1.6096,                 1.3844,                 1.4647,               0.034558,              0.0008281,              0.0008281
                      3,                 1.4987,                 1.3349,                 1.4836,                0.66685,                0.59744,                 0.6562,                0.34622,                 1.6357,                 1.4246,                 1.4883,               0.001641,              0.0012442,              0.0012442
                      4,                 1.4886,                 1.2556,                 1.4798,                0.71224,                 0.6717,                0.72328,                0.40017,                 1.5271,                 1.2246,                 1.4067,              0.0012488,              0.0012488,              0.0012488
                      5,                 1.4501,                 1.1643,                 1.4498,                0.74919,                0.67078,                0.73422,                0.35963,                 1.7183,                 1.2588,                 1.5234,              0.0012488,              0.0012488,              0.0012488
                      6,                 1.4268,                 1.1143,                 1.4282,                0.77587,                0.69413,                0.76681,                0.42567,                 1.5603,                 1.1197,                 1.3992,              0.0012484,              0.0012484,              0.0012484
                      7,                 1.4148,                  1.065,                 1.4201,                0.78136,                0.73153,                0.78659,                0.40087,                 1.7074,                 1.1176,                 1.4914,              0.0012479,              0.0012479,              0.0012479
                      8,                 1.4013,                 1.0308,                 1.4095,                0.79593,                0.70657,                 0.7807,                0.42706,                 1.5635,                 1.0663,                 1.4125,              0.0012475,              0.0012475,              0.0012475
                      9,                 1.3889,                0.99967,                 1.3995,                0.82646,                0.67526,                0.78134,                0.43709,                 1.5305,                 1.1383,                 1.3917,              0.0012471,              0.0012471,              0.0012471
                     10,                 1.3626,                0.95954,                 1.3707,                0.82244,                 0.7662,                0.81827,                0.45547,                 1.5488,                0.94532,                 1.4027,              0.0012467,              0.0012467,              0.0012467
                     11,                 1.3593,                0.94366,                 1.3708,                0.81264,                0.73076,                0.80092,                0.47548,                 1.3874,                0.98249,                 1.3397,              0.0012463,              0.0012463,              0.0012463
                     12,                 1.3414,                0.91908,                 1.3617,                0.85171,                0.74127,                0.82894,                0.44604,                 1.5977,                0.94689,                 1.4295,              0.0012459,              0.0012459,              0.0012459
                     13,                 1.3229,                0.89955,                 1.3497,                0.86401,                0.76246,                0.84468,                0.51415,                 1.3547,                0.86646,                 1.2923,              0.0012455,              0.0012455,              0.0012455
                     14,                 1.3105,                0.87964,                 1.3513,                0.83742,                0.76435,                0.83821,                0.49817,                 1.3838,                0.89605,                  1.308,              0.0012451,              0.0012451,              0.0012451
                     15,                 1.2972,                 0.8671,                 1.3343,                0.82843,                0.79951,                 0.8507,                0.49748,                 1.4369,                0.87014,                 1.3283,              0.0012446,              0.0012446,              0.0012446
                     16,                  1.288,                0.85206,                 1.3238,                0.87283,                0.78437,                0.85867,                0.49107,                 1.4885,                 0.8415,                 1.3385,              0.0012442,              0.0012442,              0.0012442
                     17,                 1.2835,                0.83671,                 1.3217,                0.84996,                0.80135,                0.85949,                0.51758,                 1.3985,                0.81183,                 1.3077,              0.0012438,              0.0012438,              0.0012438
                     18,                 1.2667,                0.81734,                 1.3134,                0.85744,                0.78701,                 0.8538,                0.51762,                  1.375,                0.82007,                 1.2988,              0.0012434,              0.0012434,              0.0012434
                     19,                 1.2686,                0.81717,                 1.3121,                0.88237,                0.81971,                0.87578,                0.50192,                 1.4735,                 0.8096,                 1.3512,               0.001243,               0.001243,               0.001243
                     20,                 1.2536,                 0.7931,                 1.2985,                0.86458,                0.80857,                0.86843,                0.51429,                 1.3969,                0.80209,                 1.3167,              0.0012426,              0.0012426,              0.0012426
                     21,                 1.2541,                0.79445,                 1.3029,                0.87109,                0.82091,                 0.8712,                0.53587,                 1.3353,                0.75966,                 1.2744,              0.0012422,              0.0012422,              0.0012422
                     22,                 1.2481,                0.78117,                 1.2955,                0.86196,                0.82734,                0.87307,                0.53197,                 1.3389,                0.76679,                 1.2761,              0.0012418,              0.0012418,              0.0012418
                     23,                 1.2406,                0.77778,                 1.2908,                0.87979,                0.80813,                0.87572,                0.54861,                 1.2849,                0.77895,                 1.2565,              0.0012413,              0.0012413,              0.0012413
                     24,                 1.2263,                0.76706,                 1.2854,                0.87582,                0.83101,                0.88308,                0.52123,                  1.425,                 0.7771,                 1.3079,              0.0012409,              0.0012409,              0.0012409
                     25,                 1.2256,                 0.7608,                 1.2812,                0.87785,                0.81434,                0.87978,                0.52365,                 1.4075,                  0.773,                 1.2999,              0.0012405,              0.0012405,              0.0012405
                     26,                 1.2234,                0.75427,                 1.2807,                0.89022,                0.82531,                0.88449,                0.55411,                  1.303,                0.72657,                  1.251,              0.0012401,              0.0012401,              0.0012401
                     27,                 1.2113,                0.74556,                  1.272,                0.89052,                0.80992,                0.87746,                0.53659,                 1.3541,                0.74863,                 1.2757,              0.0012397,              0.0012397,              0.0012397
                     28,                 1.2059,                0.73659,                 1.2657,                0.88663,                 0.8108,                0.87854,                0.51929,                 1.4394,                0.76092,                 1.3163,              0.0012393,              0.0012393,              0.0012393
                     29,                 1.2056,                0.73226,                 1.2699,                0.88449,                 0.8322,                 0.8902,                0.52669,                 1.4281,                0.73494,                 1.3154,              0.0012389,              0.0012389,              0.0012389
                     30,                 1.2054,                0.73061,                 1.2667,                0.89147,                0.81903,                0.88384,                0.53026,                 1.3799,                0.73338,                 1.2876,              0.0012385,              0.0012385,              0.0012385
                     31,                 1.2012,                0.72466,                 1.2642,                0.89944,                0.80666,                0.88305,                0.53208,                 1.3975,                0.72897,                 1.2956,               0.001238,               0.001238,               0.001238
                     32,                 1.1906,                0.71091,                  1.254,                0.88852,                0.83059,                0.88981,                0.53488,                 1.3626,                0.73397,                 1.2874,              0.0012376,              0.0012376,              0.0012376
                     33,                 1.1892,                0.71093,                 1.2551,                0.89248,                0.81242,                0.87992,                0.50552,                 1.4929,                0.75912,                 1.3584,              0.0012372,              0.0012372,              0.0012372
                     34,                 1.1842,                0.70039,                 1.2514,                0.87541,                0.85811,                0.89476,                0.54434,                 1.3686,                0.70748,                 1.2835,              0.0012368,              0.0012368,              0.0012368
                     35,                  1.174,                0.69594,                 1.2444,                0.87604,                0.82992,                0.88759,                0.55171,                 1.3224,                 0.7236,                 1.2635,              0.0012364,              0.0012364,              0.0012364
                     36,                 1.1795,                0.69536,                 1.2547,                0.87726,                0.84583,                0.89484,                0.56624,                 1.2806,                0.69992,                 1.2398,               0.001236,               0.001236,               0.001236
                     37,                 1.1659,                0.69246,                 1.2427,                 0.8846,                0.83544,                0.89189,                0.56645,                 1.2428,                 0.6955,                 1.2209,              0.0012356,              0.0012356,              0.0012356
                     38,                 1.1774,                0.68963,                 1.2449,                0.89653,                0.81847,                0.89008,                0.58072,                 1.2201,                0.69394,                 1.2068,              0.0012351,              0.0012351,              0.0012351
                     39,                 1.1593,                0.68367,                  1.236,                0.89735,                0.82868,                0.89291,                0.57391,                 1.2053,                0.69079,                 1.2028,              0.0012347,              0.0012347,              0.0012347
                     40,                 1.1605,                0.67337,                 1.2349,                0.89934,                0.85097,                0.90294,                0.54764,                   1.36,                0.68547,                 1.2732,              0.0012343,              0.0012343,              0.0012343
                     41,                 1.1556,                0.67289,                 1.2365,                0.89741,                0.84557,                0.90078,                0.53979,                 1.3796,                0.70072,                 1.3042,              0.0012339,              0.0012339,              0.0012339
                     42,                 1.1553,                0.67354,                 1.2316,                0.90694,                0.83633,                0.90081,                0.57469,                 1.2378,                0.68045,                 1.2193,              0.0012335,              0.0012335,              0.0012335
                     43,                 1.1429,                0.66258,                 1.2264,                0.90003,                0.85859,                0.90764,                0.58791,                 1.2093,                0.64585,                 1.1997,              0.0012331,              0.0012331,              0.0012331
                     44,                 1.1483,                0.66754,                 1.2312,                0.89192,                 0.8475,                0.90143,                0.58908,                 1.1894,                0.65923,                 1.1972,              0.0012327,              0.0012327,              0.0012327
                     45,                 1.1371,                0.65863,                 1.2247,                0.90241,                0.85434,                0.91182,                0.58108,                 1.2496,                0.66256,                 1.2257,              0.0012323,              0.0012323,              0.0012323
                     46,                 1.1391,                0.65621,                 1.2232,                0.89238,                0.86764,                0.91055,                0.58981,                 1.2046,                0.64491,                 1.1979,              0.0012318,              0.0012318,              0.0012318
                     47,                 1.1323,                0.65796,                 1.2152,                0.89367,                 0.8529,                0.90687,                0.59403,                 1.2015,                0.65772,                  1.201,              0.0012314,              0.0012314,              0.0012314
                     48,                 1.1375,                0.65238,                  1.223,                0.89862,                0.86548,                0.91278,                0.58787,                 1.2274,                 0.6493,                 1.2075,               0.001231,               0.001231,               0.001231
                     49,                 1.1334,                0.64973,                 1.2188,                0.90709,                  0.859,                0.91176,                0.57779,                 1.2722,                0.64514,                 1.2277,              0.0012306,              0.0012306,              0.0012306
                     50,                 1.1269,                0.64601,                 1.2131,                0.90002,                0.86122,                  0.912,                 0.5847,                 1.2611,                0.64332,                 1.2176,              0.0012302,              0.0012302,              0.0012302
                     51,                 1.1235,                0.64451,                 1.2116,                0.91273,                0.85678,                 0.9137,                0.59656,                 1.1964,                0.64369,                 1.1873,              0.0012298,              0.0012298,              0.0012298
                     52,                 1.1207,                0.63885,                 1.2092,                0.90595,                 0.8665,                0.91256,                  0.588,                 1.2407,                0.63324,                 1.2135,              0.0012294,              0.0012294,              0.0012294
                     53,                 1.1105,                0.63397,                 1.2022,                0.90276,                0.86151,                0.91168,                0.58819,                 1.2342,                0.65093,                 1.2022,               0.001229,               0.001229,               0.001229
                     54,                 1.1111,                0.62664,                 1.2011,                0.90598,                0.85524,                0.90876,                0.58896,                 1.2278,                 0.6444,                 1.2043,              0.0012286,              0.0012286,              0.0012286
                     55,                 1.1079,                0.62714,                 1.2025,                0.90619,                 0.8587,                0.90976,                 0.5971,                 1.2065,                0.63856,                 1.1898,              0.0012281,              0.0012281,              0.0012281
                     56,                 1.1039,                0.62184,                 1.2026,                0.90769,                0.86703,                0.91383,                0.59605,                 1.2008,                0.62393,                 1.1988,              0.0012277,              0.0012277,              0.0012277
